,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
185,freckles50,Existing,OK -- USA,361,226,17991,0,I'm with #Biden #Vacinate,"['Biden', 'Vacinate']"
186,ManniRaeS,"I answer to Your Majesty, Your Highness, and Hey You.",Kenton Ohio,674,312,2402,0,"So where does it stop? Employers have to force you to vacinate or welp no job, so no life liberty or pursuit of happiness. They can force one medical procedure what's stopping them from forcing more? A woman must abort a baby to avoid time off and accumulating Cost to the company",[]
187,cathydutch,patriot wife of patriot mother of patriot maga maga wife of the man who inspired guess who,nashville,579,151,5549,0,So when is Biden gonna vacinate and test the Afghan refugees or the illegals crossing the border,[]
188,BigredTac,Liberty and justice FOR ALL,,57,19,293,0,"@PanvidyaMagnus Now we gotta find out when the burning starts because biden is requiring all companies with more than a 100 to get weekly testing, vacinate, or quit.",[]
189,DwayneWhetzel,"Twitter, Facebook, Google and Amazon suck. I will join wherever the 45 lands. Twitter can kiss my ass.","Houston, TX",4622,4238,4012,1,"This MOTHERFUCKER JUST SAID IT'S NOT ABOUT YOUR FREEDOM. THE CONSTITUTION SAYS OTHERWISE. SHOVE YOUR EXECUTIVE ORDERS UP YOUR ASS.
YOU CAN'T TELL OR ORDER PEOPLE TO PUT A SHOT IN THERE ARM.
GO VACINATE ALL THE 
ILLEGAL ALIENS YOU'RE LETTING IN
FUCK U 🤡",[]
190,matthew46956757,i am a lover of cupcakes already on twitter--was previously ralph allen loves cupcakes with jellybeans #RipKobe,,4997,3124,160796,0,@atensnut do you not understand about variants? Its about the variants-if we don't vacinate then people like yourself who have this thought process probably will die-get it together,[]
191,LynnAllan7,NRA LIFETIME MEMBER,,4999,3258,165169,1,"This MOTHERFUCKER JUST SAID IT'S NOT ABOUT YOUR FREEDOM. THE CONSTITUTION SAYS OTHERWISE. SHOVE YOUR EXECUTIVE ORDERS UP YOUR ASS.
YOU CAN'T TELL OR ORDER PEOPLE TO PUT A SHOT IN THERE ARM.
GO VACINATE ALL THE 
ILLEGAL ALIENS YOU'RE LETTING IN
FUCK U 🤡",[]
192,MCMarkyMarcYT,I am an all around geek. I work in the IT industry. I frequent central Florida attractions and have many interests. #disneyworld #universalorlando,Tampa FL,738,639,6326,0,"Biden wants to vacinate everyone yet not protect babies. Of course he is a baby killer. I am for getting vacinated, and under certain circumstances abortion, but this politician is turning into a dick-tator. We have rights!",[]
193,anthonycarson45,,Jamaica,206,48,710,0,Jamaica please stop the COVID politics. The pandemic does not know or respect parties. VACINATE please do not be suicidal or dumb.,[]
194,afrikaniss,Free Spirit,,17,1,27,0,@eNCA The world says not to vacinate children.. SA wants to do a trial. madness.,[]
195,MapumuloSir,"Gym rat. 
book rat love an outing with friends and a travel every now and again","Kimberley, South Africa",29,26,76,0,@GmoKby Until WHO says it is safe to vacinate children under the age of 18 south african medical board will have to give mw a detailed brane down of what is in the vaccine itself...,[]
196,GuyChristianEr3,Currently retired pension / said- WOULD LIKE TO BE 47TH PRESIDENT OF USA! WORKING FOR-WE THE PEOPLE RESTORE OF TERM LIMITS!-INVESTIGATE OF LEADERS!,,316,17,7875,0,@joncoopertweets @POTUS DICTATOR IN CHARGE KING BIDEN!- DEMANDAS ALL TO VACINATE AS DICTATORS DO!- FORGET NATURAL IMMUNITY !- FORGET PEOPLE DIE OF MANY DIFFERENT CAUSES NO MATH SCIENCE IF ONE DOESNT DICLOSE TOTAL CAUSES OF DEATH OF MANY DIFFEREN T CAUSES! COVER UP OPOID ADDICTION DEATHS FENTONAL - https://t.co/shfICUHJrU,[]
197,cap10cruz,Big mma fan and boxing! got this account just to stir up shit with other fanz and talk that bull shit ya know 😂 Also Political issues can get me socializing!,"Michigan, USA",131,6,128,0,@pamelaad116 @PeterHotez Real America! watch yall roll over from shots and then the real stupid ones be dead!  had a nurse tell me few days ago she was forced to vacinate she was having problems with her heart hope she ok!! U have health care workers that dont agree with the shots! Like wtf for real!😂,[]
198,Gentle_gianty,married but it is not crus,South Africa,482,335,4263,0,@mr_lekay Yemona vacinate otlogele go complainer,[]
199,Terri66987597,Writer of Songs Of two Worlds.,Oklahoma ,5001,3287,74108,4,"Delta is slamming kids around the world. Hospitalizations, ICU, severe cases, and deaths are skyrocketing. 
I personally laud Cuba on its bold decision to vacinate its pediatric population.",[]
200,lulekani_lu,,,341,99,156,0,I've registerd to vacinate bt i won't  vacinate so that the government will see how empty promises feels like,[]
201,N_Montjane,,"Johannesburg, South Africa",1621,983,10925,0,No surprises here we will all ve forced to vacinate https://t.co/ePl4J8OqjU,[]
202,Primary_Immune,"Writer. Dad. Genomic Medicine proponent. Has 2 rare diseases: CVID+Sweet's syndrome. Patient advocate, advisor & consultant. #RareDisease #genomics #immunology",Haifa,24134,27161,47934,4,"Delta is slamming kids around the world. Hospitalizations, ICU, severe cases, and deaths are skyrocketing. 
I personally laud Cuba on its bold decision to vacinate its pediatric population.",[]
203,SjogrensForum,Living Well With Sjögren's Syndrome.,"San Francisco, CA",186,4353,79756,4,"Delta is slamming kids around the world. Hospitalizations, ICU, severe cases, and deaths are skyrocketing. 
I personally laud Cuba on its bold decision to vacinate its pediatric population.",[]
204,amartinezc01,"“El pesimista ve la dificultad en cada oportunidad...
El optimista ve la oportunidad en cada dificultad.”

Winston Churchill☀️","Ciudad de México,. México",1231,1014,50792,4,"Delta is slamming kids around the world. Hospitalizations, ICU, severe cases, and deaths are skyrocketing. 
I personally laud Cuba on its bold decision to vacinate its pediatric population.",[]
205,ProfGaughanRN,,"Hamburg, NY",95,63,303,0,@markpoloncarz This is an interesting trend and once again a wake up call to vacinate.,[]
206,Primary_Immune,"Writer. Dad. Genomic Medicine proponent. Has 2 rare diseases: CVID+Sweet's syndrome. Patient advocate, advisor & consultant. #RareDisease #genomics #immunology",Haifa,24134,27161,47934,4,"Delta is slamming kids around the world. Hospitalizations, ICU, severe cases, and deaths are skyrocketing. 
I personally laud Cuba on its bold decision to vacinate its pediatric population.",[]
207,Stachios1,Grecja i sprzątanie świata,,141,50,1150,0,@OliviaL__136 No. I'm glad You are well. And I applaud the wise decision to vacinate. 05.10 l'm going on the pilgrimage on The Holy Mount Athos in Greece. Arbaeen March must wait 😀,[]
208,Saints_Mike7167,"This is my personal Twitter account. All the views are my own. They don't represent any organisation.
I'm an old Saints fan who's suffered like the we all have.","Southampton, England",2634,4254,109533,0,"No way are Vallance or Whitty independent, also there's no way they're going to say don't vacinate. 
Is the state ready for the 12-15 year old who will have their homes lives possibly ruined for going against their parents wishes,some could face the streets. https://t.co/VgU3jYZRXZ",[]
209,FortuneMoraba,Loupos,,147,29,26,0,"@James_StPat999 Mxm..rather die than vacinate,u taking people for granted",[]
210,k3books,"Books - Paul Kendall
ebooks... publishing.. publicity",Leeds UK,11786,10840,125751,0,"@AllisonPearson @UsforThemUK if they go ahead and vacinate 12 year olds.
will news stories emerge?

blood clots and injury
blod clots and death

its unthinking to put children into this game Russian roulette

They seem desperate to get children jabbed.",[]
211,MelAnalyst,,Australia,4998,1859,160293,2,@timothyjgraham @PRGuy17 He wants to save our kids then he can get Scott Morrison to hurry up and vacinate our kids 12 years plus!! It's a race remember!!!,[]
212,altseason11,"crypto enthusiast, Get Rich or go broke trying. Love sport and fell walking.","England, United Kingdom",25,11,538,0,@sajidjavid No politician expecially incompetent ones like BJ and GW will ever make me vacinate my children. The JCVI said no...This vacination was never intended for children no data of the long term effects this may have on children. My kids will remain vacine free,[]
213,PovoasFabiana,.,,122,12,132,0,"@EigenwijsEzel @CTVNews No, they want people to get vacinate!!! And leave the vet meds to the animals...",[]
214,jxlawler,"💉💉♥️arts, politics, unions, human rights. Leftist. Facilitator / innovator - policy, governance, workplace culture",Australia,1576,754,14360,2,@timothyjgraham @PRGuy17 He wants to save our kids then he can get Scott Morrison to hurry up and vacinate our kids 12 years plus!! It's a race remember!!!,[]
215,Melstar71,Keep me safe from that Coronavirus and I'll be happy!,Australia,263,199,12628,2,@timothyjgraham @PRGuy17 He wants to save our kids then he can get Scott Morrison to hurry up and vacinate our kids 12 years plus!! It's a race remember!!!,[]
216,stephenfirvulag,,,437,66,14784,0,@mmaher70 I generally agree ( all lockdown late indicates reluctance ie £ ) but I think gov modelled kids catch covid school saving both need to vacinate them for 20&amp;30yrs / just hoping vaccines keep losses down,[]
217,Graham31037965,,England,24,8,1011,0,@AlexTaylorNews @BethRigby Loose credibility?  In the present tense?  They lost it with government contracts for their mates.  Ppe scandle. Ingoring the science and trying to vacinate our kids.  They are a smokin ruin.,[]
