,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
273,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,3,@kenoconnor18 @NickHudsonCT @PanData19 An assumption was made worldwide that #wuhanvirus upon first discovery instantly and uniformly filled the air breathed by humans...It didn't. It followed 🇨🇳 commercial routes to 🇮🇹  🇮🇷🇪🇨🇸🇬 etc thence elsewhere...,['wuhanvirus']
274,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,"@Connect_SwShah Agreed...if you are in ""the chain""... Vaccinating masses of people untouched by #COVID19 #wuhanvirus (which followed 🇨🇳 commercial routes to 🇮🇹 etc, and did *not* fill all the air we breathe instantly and uniformly) makes no sense...","['COVID19', 'wuhanvirus']"
275,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,"The incredible Govt/Oppn/doctors/media self-delusion&amp;propaganda about mass vaccination in 🇮🇳 is based, I think after much reflection, on a reluctance or incapacity to comprehend an argument of any length... starting in this case w the observation that this #wuhanvirus from 🇨🇳 1/ https://t.co/lIre3f6MiD",[]
276,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,3,Try to comprehend @Rukmini that #wuhanvirus didn't instantly and uniformly fill the air breathed by humans but followed 🇨🇳 commercial trade routes to 🇮🇹 etc... It mostly #missedIndia... https://t.co/1ZHADdmx5T,['wuhanvirus']
277,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,3,"This particular insane (psychotic and/or neurotic) behaviour has been caused by fear spread by ignorant capricious Govts, irresponsible doctors, hysterical media.. The root assumption was #wuhanvirus instantly and uniformly filled the air breathed by humans everywhere. It didn't. https://t.co/7eoVRwDZv3",[]
278,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,6,"Imo the important fact is the #wuhanvirus did not instantly and uniformly fill the air breathed by humans everywhere...

 Instead it mostly followed trade, travelling along 🇨🇳 commercial routes to 🇮🇹 🇮🇷🇪🇨 🇸🇬 , thence elsewhere... https://t.co/8hGdqxWkam",['wuhanvirus']
279,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,2,"The initial error was factual: #wuhanvirus was assumed by ignorant capricious Govts and hysterical media to have instantly and uniformly filled the air breathed by humans everywhere...

In fact it followed 🇨🇳 trade routes to commercial hubs like 🇮🇹🇮🇷🇸🇬🇪🇨 thence elsewhere... https://t.co/87EJiFKzTN",['wuhanvirus']
280,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,0,The #wuhanvirus has been an economic and political and sociological problem arguably much more than it was ever medical (and I do have pre med Biology etc S levels 😅...) https://t.co/CpqfFMVDA2,['wuhanvirus']
281,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,0,Incorrect. Vast areas of the world eg rural 🇮🇳 have seen no infection by the #wuhanvirus which followed 🇨🇳 commercial routes... Tyranny by our 🇮🇳 Ruling Classes on the #aamadmi has ensued ... Try to be less dogmatic about life and the world... https://t.co/ZeSFRzVhYF https://t.co/UuwYF6tp5G,"['wuhanvirus', 'aamadmi']"
282,vollmer_john,"nonconformist like everyone else;

topics of interest: geopolitics/politics, philosophy, conservatism, race, relationships, religion/spiritually, mankind",,89,10,545,0,@WHOEMRO @WHO @WHOAFRO @DrTedros @IHC_UAE @UNICEFmena @DrRanaHajjeh @WHONigeria @UNICBeirut @UN_News_Centre @DrMikeRyan The USA needs to defund the @WHO for being in bed with #china on the #wuhanvirus. Stop trying to act serious when you've shown the world you're corrupt,"['china', 'wuhanvirus']"
283,kungflu_com,https://t.co/66afLC2QwC - Domain For Sale  #KungFlu,United States,39,2,20,1,@itsSpencerBrown @TimCamp03 You mean the #KungFlu #ChinaVirus #WuhanVirus it came from #China #BoycottChina let’s Bankrupt them.,"['KungFlu', 'ChinaVirus', 'WuhanVirus', 'China', 'BoycottChina']"
284,TruthCantHide7,"Well wisher of world's largest and oldest democracies.

Hindu🕉 सनातनि भारतीयः Dadతెలుగువాడు #Yoga #Ayurveda #Vaccines

99% Sarcasm,2% Rest
RTs No endorsements",JananiJanmaBhumischaSwargadapi,144,87,19945,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
285,Alyon4444,舊Acc又瓜咗 #手足互科,Terra,1270,791,14577,0,"@danharris That's why it's the #WuhanVirus or #CCPVirus, call it as it is, I don't see Africa crying about the African swine flu.","['WuhanVirus', 'CCPVirus']"
286,vollmer_john,"nonconformist like everyone else;

topics of interest: geopolitics/politics, philosophy, conservatism, race, relationships, religion/spiritually, mankind",,89,10,545,0,"US has never faced an enemy like china wrt military, $, pop, propaganda and understanding of #woke pathology e.g. #wuhanvirus or #chinavirus is racist but Ebola, Lyme, etc are named for geography. Also attributing #asianhate to white ppl and the overall #DomesticTerrorists farce","['woke', 'wuhanvirus', 'chinavirus', 'asianhate', 'DomesticTerrorists']"
287,derekdob,"Postpone Nothing - Capitalists of the World, Unite! Multum in parvo #tcot #NeverBiden #TrumpWon & Everyone Knows It. #AmericaFirst #AmericansFirst #MAGA","Tampa, FL",6374,7579,59339,1,"""Extreme Cover-Up"" - Scientists Who Penned Lancet Letter To Bat Down Lab Theory Have Links To China - This stunning revelation suggests that 26 of the 27 scientists listed in the letter might of had a conflict of interest.  #ChinaVirus #WuhanVirus #COVID19 https://t.co/fVBKOGx1mB","['ChinaVirus', 'WuhanVirus', 'COVID19']"
288,RoadWarriorsUSA,Who are these strange people?,second star to the right...,21033,28504,41575,3,"@marybethpf Fact that FDA, which is corrupt to the core &amp; favours #BigPharma anyday is against #Ivermectin is proof enough for me to trust the efficacy of this drug..🙂

My whole family recovered from #WuhanVirus using ivermectin prescribed by indian doctors","['BigPharma', 'Ivermectin']"
289,Rohitjo14921532,"#Tulsicrat4Life
Ex Christian/24-7-21/Goverdhan Mutt
#SanathanaDharma
#FreeAssange
#Justice4PalgharSadhus
#NoCountry4Hindus
#ROSEARMY™,authorised by @RoseMcGowan",,3052,681,27657,3,"@marybethpf Fact that FDA, which is corrupt to the core &amp; favours #BigPharma anyday is against #Ivermectin is proof enough for me to trust the efficacy of this drug..🙂

My whole family recovered from #WuhanVirus using ivermectin prescribed by indian doctors","['BigPharma', 'Ivermectin', 'WuhanVirus']"
290,VoiceOfAsia8,"Voice of Asia - the silent majority is stronger than ever before! Speaking up for democracy & human rights. Yes, we are Asians! 沉默的大多数比以往任何时候更强大！ 我們是亞洲人！",,270,97,2698,0,"@Dihorse37 @hkfp #CCP is single #biggest #existential #threat to #humanity 

- #Tibet 
- #Xinjiang 
- #HongKong 
- #clashing with #ASEAN 
- #CyberCrimes 

Threat to 
- annex #SouthChinaSea 
- invade #India
- occupy #Taiwan
- launch #missiles on #Australia
- #Nuke #Japan 

Unleashing #WuhanVirus!","['CCP', 'biggest', 'existential', 'threat', 'humanity', 'Tibet', 'Xinjiang', 'HongKong', 'clashing', 'ASEAN', 'CyberCrimes', 'SouthChinaSea', 'India', 'Taiwan', 'missiles', 'Australia', 'Nuke', 'Japan', 'WuhanVirus']"
291,snowlions,In solidarity with Tibet.,,156,480,8344,2,"We should also honour the millions killed by #Mao_The_CCP_Butcher inside occupied #Tibet, #EastTurkestan and #SouthernMongolia, including #OrdinaryChineses. 

Never forget the death toll of #China released #WuhanVirus. https://t.co/CpujUTdoOX","['Mao_The_CCP_Butcher', 'Tibet', 'EastTurkestan']"
292,amadorn,We buy and sell vintage and contemporary costume jewelry. Use coupon: TWCUST11 at checkout for 10% discount.,,2838,2626,371760,0,"'The Great American Walkout' Begins: Biden's Overreaching Move Is Focus of Mass Event

#Coronavirus #WuhanVirus #MedicalMandates  https://t.co/k5CIAz2Lmh","['Coronavirus', 'WuhanVirus', 'MedicalMandates']"
293,kartavyavimudh,"We take Nation from the corrupt! The oppressors of generations who have kept us down with ""Myths of Opportunity"". And we give it to you, THE PEOPLE.","Dholera Smart City,Banana Rep.",647,108,10563,0,@HuXijin_GT Or you can create another #WuhanVirus and destroy the planet,['WuhanVirus']
294,SattaLok,"रोने से और इश्क़ में बेबाक हो गए
धोये गए हैं ऐसे की बस पाक हो गए
करने गए थे उनसे तग़ाफ़ुल का हम गिला
की एक हीं निगाह की बस खाक हो गए।","मुंबई, भारत",247,79,7804,0,"@amysanghi I believe,after 2 jabs, there us still a chance ine may get #WuhanVirus but he will not spread it further. I think that is the rationale",['WuhanVirus']
295,mini_razdan10,"Painter, Gardener",Earth,317,16506,233579,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
296,iamruchit_m,"Foodie, Sitcom addict & a movie buff","Kolkata, India",161,50,1375,0,"@YashDhanuka14 She is celebrating that wrong %age allocation towards Provision for Doubtful Debt figures become right in the following year due to #WuhanVirus

😅",['WuhanVirus']
297,pravinism,"Jai jawan, jai Bharat.
Incomplete artiste, musician-singer, photographer, wanderer (यायावर), wonderer",Calcutta,830,534,19174,0,"@SitaramYechury you mean vaccination for the #WuhanVirus
#ChineseVirus19

so 45% means more than 50 crores. pata bhi hai kitne zero lagte hain. tum toh khud zero reh gaye hho so you'll do anything to defame Bharat at the behest of your funding fathers from red army","['WuhanVirus', 'ChineseVirus19']"
298,pravinism,"Jai jawan, jai Bharat.
Incomplete artiste, musician-singer, photographer, wanderer (यायावर), wonderer",Calcutta,830,534,19174,0,"@anuraag_saxena @SitaramYechury and they still don't talk about China, the originator of the wuhanvirus",[]
299,vinodimsr,"#ClimateAction|#FarmingFeedsIndia|#GreatHinduCivilization/ #AatmaNirbharBharat |#AntiConversionLaw|#UCC |
""Health is Wealth ""","Hubballi,Karnataka,Bharat🇮🇳⛳",3294,470,58116,0,"@AmichaiStein1 OMG... Variety of people in this world 🌍... 

Opposing vaccine is like spreading #WuhanVirus  ... 

Saddists people..",['WuhanVirus']
300,JackyWo69376289,A HongKonger who really love Hong Kong so much! Love this home and those fellows! 願榮光歸香港。也願榮光歸所有擁抱自由，民主的地方。 一個人唔會成功，但只要每一個人都盡力既話⋯,Hong Kong,396,419,19873,0,"@BBCBreaking Everyone must seriously think about the nature of the Vaccine Passport, whether it is really for the prevention of the #WuhanVirus or is it stifling our most basic human rights and freedom, again: please everyone must think seriously",['WuhanVirus']
301,dilipraichura,एकं लक्ष्यम GEN SURGEON & GYNEC. I PRAY I TREAT GOD CURES. MAY GOD BLESS ALL.I write what I think;what you understand is your problem.HINDU🚩,MUMBAI INDIA,4946,1957,57742,1,"@atulkasbekar
Ur jaundiced Self Loathing Sepoy eye won't appreciate this,but Kumbh has Zilch effect on Wuhanvirus crisis
All North Bharat z sufferin from UKvariant 117 which came in thru Khalsa Aid/Satsang Aid peddlers n distributd thru Tikaiti Gang superspreaders
@ARanganathan72 https://t.co/2v5oRnq38U https://t.co/QZDoP9Ubbq",[]
302,M4cKonst4ntin,"An avid NorikoP (iM@S 765Pro). Likes COD Mobile, culture, art, history, sociopolitics, Indo Bass, & military.",Indonesia,3810,1113,136714,0,@d29uZGVyZnVs oh wait Wuhanvirus still exist hahaha fck,[]
303,dhiggins63,"Retired, US Army. Love God, family, freedom & USA. Author: Followedby TedCruz, DavidLimbaugh & AlvedaKing Dad of a Marine-son & a Soldier-daughter No DMs",USA,8477,30412,202696,2,"The funding of the #WuhanVirus is only one of the latest examples of how MORE American Lives are always lost whenever you put @TheDemocrats in charge… And to think they had the nerve to blame #PresidentTrump, while he was fighting the #DemocratVirus","['WuhanVirus', 'PresidentTrump', 'DemocratVirus']"
304,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,0,"@DavidAltonHL Please remember COVID19 where come from, Wuhan! Please help 3.8 million deaths in the world get back the justice and make #ccp accountable.
#CCP_is_terrorist
#HumanRightsViolations 
#BoycottBeijing2022
#WuhanVirus
#CCPLiedPeopleDied","['ccp', 'CCP_is_terrorist', 'HumanRightsViolations', 'BoycottBeijing2022', 'WuhanVirus', 'CCPLiedPeopleDied']"
305,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,0,"@sarahknapton Please remember COVID19 where come from, Wuhan! Please help 3.8 million deaths in the world get back the justice and make #ccp accountable.
#CCP_is_terrorist
#HumanRightsViolations 
#BoycottBeijing2022
#WuhanVirus
#CCPLiedPeopleDied","['ccp', 'CCP_is_terrorist', 'HumanRightsViolations', 'BoycottBeijing2022', 'WuhanVirus', 'CCPLiedPeopleDied']"
306,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,0,"@MailOnline Please remember COVID19 where come from, Wuhan! Please help 3.8 million deaths in the world get back the justice and make #ccp accountable.
#CCP_is_terrorist
#HumanRightsViolations 
#BoycottBeijing2022
#WuhanVirus
#CCPLiedPeopleDied","['ccp', 'CCP_is_terrorist', 'HumanRightsViolations', 'BoycottBeijing2022', 'WuhanVirus', 'CCPLiedPeopleDied']"
307,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,0,"@MrAndyNgo @TheLancet Please remember COVID19 where come from, Wuhan! Please help 3.8 million deaths in the world get back the justice and make #ccp accountable.
#CCP_is_terrorist
#HumanRightsViolations 
#BoycottBeijing2022
#WuhanVirus
#CCPLiedPeopleDied","['ccp', 'CCP_is_terrorist', 'HumanRightsViolations', 'BoycottBeijing2022', 'WuhanVirus', 'CCPLiedPeopleDied']"
308,Hunterwolfwang,"Stand with Hong Kong, HongKonger，Most interests, but limited memory。菩薩畏因 眾生畏果",,1206,899,95954,0,"@benedictrogers Please remember COVID19 where come from, Wuhan! Please help 3.8 million deaths in the world get back the justice and make #ccp accountable.
#CCP_is_terrorist
#HumanRightsViolations 
#BoycottBeijing2022
#WuhanVirus
#CCPLiedPeopleDied","['ccp', 'CCP_is_terrorist', 'HumanRightsViolations', 'BoycottBeijing2022', 'WuhanVirus', 'CCPLiedPeopleDied']"
309,ArvindT78662935,News & Views,,452,303,49641,22,Wuhanvirus has destroyed and divided USA. Wonder who is laughing at all the democratic countries ? Does ANYONE know how the country of origin is dealing with this “human virus leak”? @PrinceArihan,[]
310,mchan76483165,,,833,403,43988,1,.@SolomonYue 900 pages of #WuhanVirus secrets https://t.co/9ddo7Ix5Xr,['WuhanVirus']
311,pkjba,#Parler #OneisLove #Dad #safe #goforit #careaboutothers #beachnice #yourbody @Parler,,86,72,7050,0,"Sweden to Scrap All COVID Measures, Did The Freedom Approach Work? https://t.co/gKD3d0X9Lm via @BreitbartNews @CDCgov can't even do as well as #open #Sweden #Norway #Chinavirus #Wuhanvirus #GainOfFunction #true","['open', 'Sweden', 'Norway', 'Chinavirus', 'Wuhanvirus', 'GainOfFunction', 'true']"
312,SilverChicken3,Rumblings From The Roost.,,136,39,11488,3,"WATCH: Former FDA Boss Gives Damning Testimony Against Fauci: ‘He Funded Gain of Function on Even DEADLIER Viruses’

 #COVID19 #DrAnthonyFauci #lableak #MERS #SARS #ScottGottlieb #WuhanLab #WuhanVirus

https://t.co/8NefpQFeAZ https://t.co/CVQlGILtbW",[]
313,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,0,"My teaching the very unglamorous Comparative Systems numerous times decades ago in 🇺🇸 came to use not only w.r.t. the Cold War, 🇮🇳 planning etc... but unexpectedly  now with 🇨🇳 #wuhanvirus and now #AfghanReferendum... #NoReferendumNoRecognition https://t.co/N9yJc0Jpqk","['wuhanvirus', 'AfghanReferendum', 'NoReferendumNoRecognition']"
314,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,4,"Now as we see 🇨🇳 change from Maoist export-less poverty to the current Capitalism-for-the- Communist-Party-Elite #cfcpe regime, as well as how #wuhanvirus whacked all of Capitalism, Comparative Economic Systems seems the most important economic specialization! https://t.co/NcloU0gnaM",['cfcpe']
315,subyroy,Cambridge PhD under FHahn; LSE First. *Philosophy of Economics* 1989. USA 1980-96. Led UH perestroika-for-India project 1986-92. Advised Rajiv Gandhi 1990/1,,6,2501,237372,5,"""China is... everywhere from Greenland &amp; Africa to South Seas..."" I said a year ago... Now their #WuhanVirus is everywhere...! A worldwide  
-- Collapse of institutions trust discourse
-- Plenty of deaths 
-- **Competition of Systems** 
 #VeganYogaNonViolentCooperativeWW3 https://t.co/4ukPn5gmiK",['WuhanVirus']
316,Dogbert_Catbert,"Marxism = Everything is a class struggle
Leninism = Be an underhanded bully
Socialism = Bandits claiming they are Robin Hood
#CCP = Soviets/Rus colonizing China",USA! USA! USA! USA! USA! USA!,874,2234,65018,1,.@SolomonYue 900 pages of #WuhanVirus secrets https://t.co/9ddo7Ix5Xr,['WuhanVirus']
317,Medical_Nomad_,"🇮🇳 PUBLIC HEALTH #medtwitter #sustainability #equality #egalitarian RTs are not endorsement, Apple  is BAE🥰 #मराठी , शिव ही सुंदर है #traveller 🤩",Earth ,1436,2939,36739,1,"Bhoot also worried about the remaining viruses in Wuhan lab and also worried by knowing the food habits of the Chinese ! 

कोई चुड़ैल है क्या चाइना में 😒🤷‍♂️🤣 #WuhanLab #WuhanVirus #Covid_19 https://t.co/RzKCTk5kPH",[]
318,Mahnfinger,"Freethinker, critical+direct! Non-aligned+no political drawer thinking!
Wiccan for life ""An it harm none, do what thou wilt!""
Mainstream...no Thanks! Be unique!",Dreyeggland,105,14,320,0,"@Reuters First the Chinese dictatorship ""donates"" Covid to the world, just to harvest after the outbreak... 
Disgusting policy. China is the biggest thread for the free world and the whole planet #MakeChinaPay for #WuhanVirus #MakeChinaPoorAgain #StopChina","['MakeChinaPay', 'WuhanVirus', 'MakeChinaPoorAgain', 'StopChina']"
319,MarcusTvlCicero,"Contra res omnes criminis sta. Dominatvs legis semper. Pax et caritas. Notae=opinio solvm. Nonviolent. Your vaccine, your choice! Lists=block. Vers. V,XX- 🔞","Forvm Romanvm, Roma, RP Romana",847,1010,13340,0,"Totals on the #Wuhanvirus through a d III Id Sep MMDCCLXXIV, 11 Sep 21 (as of 0001 12 September):

-225,099,855 total cases, about the population of #Brazil and the #CzechRepublic combined-
-18,827,963 active cases, c. the population of #Guatemala, #Malta, and #Dominica combined-","['Wuhanvirus', 'Brazil', 'CzechRepublic', 'Guatemala', 'Malta', 'Dominica']"
320,Jerkin29813636,Fight for freedom and justice!,England,1016,743,48473,0,"@ArtyomLukin @bpolitics Even the Emperor Xi can’t travel during the #WuhanVirus / #COVID19 pandemic 😷 but don’t worry , he send his own son travelling the whole world! 👇🏻👇🏻👇🏻#AntiChinazi https://t.co/nKHeumgWBY","['WuhanVirus', 'COVID19', 'AntiChinazi']"
321,DavidGott10,ProBrexit Promilitary Ex LI ProBoris ProTrump @brexitparty_uk  #BrexitFollowBack #BritishIndependence,Durham ,756,630,10768,1,We all know where the #WuhanVirus originated https://t.co/KbAN17ACdW,['WuhanVirus']
322,robbomaroon,"Born and bred Qlder (bleeds Maroon), Nth Qld Cowboys member, V8's, Rock Music, & despise sheeples",Sunshine Coast,1703,1815,94353,0,"Am so over Covid, would rather catch it &amp; die than spend the rest of days with totalitarian gov'ts what we can &amp; can't do #auspol #Covid19 #WuhanVirus","['auspol', 'Covid19', 'WuhanVirus']"
323,Truthse84833901,,,1758,1408,35991,1,We all know where the #WuhanVirus originated https://t.co/KbAN17ACdW,['WuhanVirus']
324,aprilballin1,,South,87,67,19963,3,"WATCH: Former FDA Boss Gives Damning Testimony Against Fauci: ‘He Funded Gain of Function on Even DEADLIER Viruses’

 #COVID19 #DrAnthonyFauci #lableak #MERS #SARS #ScottGottlieb #WuhanLab #WuhanVirus

https://t.co/8NefpQFeAZ https://t.co/CVQlGILtbW",[]
325,RobertN19098837,🇦🇺Hate Bullies like China. Love reading how the young women are taking on CCP and not taking any shit.,,32,112,14719,0,"@globaltimesnews It’s easy 
-Free ULYGURS in concentration camps 
-Free #HK
-Stop developing WuhanVirus 
- free #Tibet","['HK', 'Tibet']"
326,WPopeyeC,,,50,59,28177,3,"WATCH: Former FDA Boss Gives Damning Testimony Against Fauci: ‘He Funded Gain of Function on Even DEADLIER Viruses’

 #COVID19 #DrAnthonyFauci #lableak #MERS #SARS #ScottGottlieb #WuhanLab #WuhanVirus

https://t.co/8NefpQFeAZ https://t.co/CVQlGILtbW",[]
327,zoominfire,Corporate Trainer • Actor • Poet • Photographer, Italy,174,134,26109,0,"@disclosetv The cat is out of the bag! This proves #NWO had been the agenda. Who'll wake up the sleeping #president? What has #FoxyFauxi got to say now? 

@politico @POLITICOEurope @BBCPolitics @RT_com @FoxNews @ACTforAmerica #together #USA #Covid_19 #WuhanVirus https://t.co/0hWKNT5kzi","['NWO', 'president', 'FoxyFauxi', 'together', 'USA', 'Covid_19', 'WuhanVirus']"
328,en_volve,"Engaging, Conservative Media",,1507,2108,4859,3,"WATCH: Former FDA Boss Gives Damning Testimony Against Fauci: ‘He Funded Gain of Function on Even DEADLIER Viruses’

 #COVID19 #DrAnthonyFauci #lableak #MERS #SARS #ScottGottlieb #WuhanLab #WuhanVirus

https://t.co/8NefpQFeAZ https://t.co/CVQlGILtbW","['COVID19', 'DrAnthonyFauci', 'lableak', 'MERS', 'SARS', 'ScottGottlieb', 'WuhanLab', 'WuhanVirus']"
329,travis553,...for the spirit of the living beings was in the wheels. Ezk 1.20,USA,3033,921,41835,4,"@ButwhatdoIknow3 Link broken. But functional. Just remove the break.

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/PTUKqs8ceg",[]
330,chakradhari,"🛡CSO
🛡Security Architect 
🛡Critical Asset Protection.
🇮🇳 by Heart, 🇮🇱 by Tactics",🇮🇳,1080,582,5805,0,"#BreakingNews #Breaking 
States compete with nations....

#COVID19_ROLEX #COVID19 #ChineseVirus #WuhanVirus #WuhanCreature https://t.co/qm5e4CXt7X","['BreakingNews', 'Breaking', 'COVID19_ROLEX', 'COVID19', 'ChineseVirus', 'WuhanVirus', 'WuhanCreature']"
331,Alpha4_3dom,"I took the red pill. The war is on. 
#手足互科 
#科勞手足",St. Petersburg,1807,1239,7781,0,"@HuXijin_GT #wuhanvirus 

Yes this is a terrorist attack to the world",['wuhanvirus']
332,SinUpInMe1,"⛔ DMs!!Married Very happily to a LEO💙🖤
Well trained #A2 Woman #MAGA Constitutionalist",USSAinc!,4995,2951,25945,7,"@TerriersVu Sauce 

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/wqcrrhmlBx",[]
333,Medical_Nomad_,"🇮🇳 PUBLIC HEALTH #medtwitter #sustainability #equality #egalitarian RTs are not endorsement, Apple  is BAE🥰 #मराठी , शिव ही सुंदर है #traveller 🤩",Earth ,1436,2939,36739,1,"Bhoot also worried about the remaining viruses in Wuhan lab and also worried by knowing the food habits of the Chinese ! 

कोई चुड़ैल है क्या चाइना में 😒🤷‍♂️🤣 #WuhanLab #WuhanVirus #Covid_19 https://t.co/RzKCTk5kPH","['WuhanLab', 'WuhanVirus', 'Covid_19']"
334,tannaparag,Finance professional. Like learning new things and keep an eye on world affairs.,World,302,318,2843,0,@lwu0303 @globaltimesnews There are many more slums in China but you people like to hide them just like #WuhanVirus cases.  I just pity your IQ which is lower than the room temperature.  How much money is CCP paying for committing crimes against humanity?  I mean for tweeting?,['WuhanVirus']
335,Michele56431123,"I love life, liberty and freedom. Stand up for what you believe. Work hard for what you want in life. Live life to the fullest. 3rd time starting over on here.",,2287,1442,5965,4,"@ButwhatdoIknow3 Link broken. But functional. Just remove the break.

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/PTUKqs8ceg",[]
336,RealtorLolita,Realtor/Notary❤Live in the moment........,Chicagoland Area,1056,525,24042,2,"Sauce 

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/LDWPqRPpY3 https://t.co/SyAl4QzIYN",[]
337,alicevalkyrie3,,,269,158,2738,4,"@ButwhatdoIknow3 Link broken. But functional. Just remove the break.

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/PTUKqs8ceg",[]
338,Tia97397692,"Lawyer ⚖ I love all animals, Music, Songs, and I love reading ♥️

I write my thoughts and feelings with words from my heart ♥️

Just in silence I shout 🤫",,522,3771,220688,1,"@RWMaloneMD Dr. Malone ...

The famous #WuhanVirus, SARS-CoV-2 Variant and Future Variants ... WILL END 👉 when the #CCP🇨🇳 DEEMS APPROPRIATE ...

This is an unprecedented and well coordinated ECONOMIC WARFARE.

To look at it ONLY from the scientific point of view, IT'S A SERIOUS MISTAKE ... https://t.co/0CZXYU84zH",['WuhanVirus']
339,NMRJr,,"Houston, Texas",160,40,10729,0,Bullshit Joe. It’s never been about following the science. It’s been about Democrats greed for power. #WuhanVirus #BidenLiedPeopleDied https://t.co/jXVJnJX0rd,"['WuhanVirus', 'BidenLiedPeopleDied']"
340,AnnFraz24303094,"Gardening is my passion.  So is Knitting.  Ditto Science Fiction.  
Corbycat on https://t.co/iY5FZgxhb2",,1062,928,67419,4,"@ButwhatdoIknow3 Link broken. But functional. Just remove the break.

WuhanVirus/Origins 

https://gop-foreignaffairs .house.gov/wp-content/uploads/2020/09/Final-Minority-Report-on-the-Origins-of-the-COVID-19-Global-Pandemic-Including-the-Roles-of-the-CCP-and-WHO-9.20.20-Coverpage.pdf https://t.co/PTUKqs8ceg",[]
